0.39074E-04 0.36337E-07 0.00000E+01 2059790 0 0 128446 0.32861E+10 0.00000E+01 0.39074E-04 0.00000E+01 0.00000E+01 0
1 4.0259e-05 1.9827e-06 2.4352 0.0010419 4.0259e-05
2 3.9663e-05 7.2285e-07 1.2745 0.00042823 3.9663e-05
3 3.8699e-05 3.8517e-07 0.98428 0.00028327 3.8699e-05
4 3.8022e-05 1.7846e-06 2.3209 0.001052 3.8022e-05
5 3.8051e-05 7.2981e-07 1.3412 0.00040599 3.8051e-05
6 3.8747e-05 3.8385e-07 0.97968 0.00024118 3.8747e-05
7 3.8373e-05 1.7637e-06 2.2727 0.0009246 3.8373e-05
8 3.8957e-05 7.162e-07 1.2856 0.00038966 3.8957e-05
9 3.892e-05 3.8662e-07 0.98238 0.00039173 3.892e-05
10 4.0965e-05 1.9082e-06 2.3033 0.00089167 4.0965e-05
11 3.8933e-05 7.4071e-07 1.3304 0.00045429 3.8933e-05
12 3.8963e-05 3.934e-07 0.99851 0.00035573 3.8963e-05
13 4.0788e-05 2.0518e-06 2.4874 0.00115 4.0788e-05
14 3.8161e-05 7.1012e-07 1.3013 0.00046973 3.8161e-05
15 3.9193e-05 3.7467e-07 0.94539 0.00037506 3.9193e-05
16 3.8511e-05 1.8065e-06 2.3194 0.00093007 3.8511e-05
17 3.8576e-05 7.9096e-07 1.4338 0.00041426 3.8576e-05
18 3.9222e-05 3.9527e-07 0.99662 0.00037068 3.9222e-05
19 4.0005e-05 1.9042e-06 2.3536 0.00094857 4.0005e-05
20 3.8741e-05 7.0716e-07 1.2765 0.00043585 3.8741e-05
21 3.8925e-05 3.8019e-07 0.96591 0.0003332 3.8925e-05
22 3.9098e-05 1.8673e-06 2.3615 0.00089613 3.9098e-05
23 3.9047e-05 8.2008e-07 1.4687 0.00063811 3.9047e-05
24 3.8974e-05 4.2071e-07 1.0675 0.00037569 3.8974e-05
25 9.4398e-05 5.5176e-05 57.803 0.53964 9.4398e-05
26 3.9019e-05 5.4935e-07 1.9691 0.0042407 3.9019e-05
27 3.9553e-05 2.4644e-07 1.2323 0.0012651 3.9553e-05
28 3.7602e-05 1.7985e-06 2.3651 0.0010247 3.7602e-05
29 3.9675e-05 7.6081e-07 1.3409 0.00045049 3.9675e-05
30 3.8789e-05 3.9364e-07 1.0036 0.00029945 3.8789e-05
31 4.1455e-05 2.4636e-06 2.9385 0.0036605 4.1455e-05
32 3.8879e-05 8.4364e-07 1.5174 0.00043279 3.8879e-05
33 3.9809e-05 4.4878e-07 1.1149 0.00046147 3.9809e-05
34 4.1013e-05 7.337e-07 1.251 0.00037083 4.1013e-05
35 3.9729e-05 3.8141e-07 0.94942 0.00038765 3.9729e-05
36 3.9092e-05 2.3107e-07 0.82667 0.000366 3.9092e-05
37 3.8003e-05 1.7881e-06 2.3266 0.0010199 3.8003e-05
38 4.4486e-05 5.2183e-06 8.2029 0.025257 4.4486e-05
39 3.9368e-05 5.0235e-07 1.2619 0.00046941 3.9368e-05
40 4.1617e-05 2.0204e-06 2.4005 0.0010629 4.1617e-05
